model_name,video_id,prompt,CLIP Score,X-CLIP Score,BLIP-BLEU,T2VScore-A (GPT-4V)
gen2,139,The man had been pruning the roses in his backyard.,23.04975128,12.60665854,0.2,1
modelscope,139,The man had been pruning the roses in his backyard.,24.14418983,16.86628962,0.153846154,0.5
pika,139,The man had been pruning the roses in his backyard.,23.75012016,11.29629432,0.1,0.5
zeroscope,139,The man had been pruning the roses in his backyard.,23.65903091,15.3381784,0.2,0
floor33,140,"A musician strums his guitar, serenading the moonlit night",26.08710098,12.93637705,0.1,0.6
gen2,140,"A musician strums his guitar, serenading the moonlit night",27.23171043,12.85583194,0.090909091,1
modelscope,140,"A musician strums his guitar, serenading the moonlit night",20.82160568,14.80456686,1.22E-16,0.8
pika,140,"A musician strums his guitar, serenading the moonlit night",22.90226364,14.6123973,1.22E-16,0.8
zeroscope,140,"A musician strums his guitar, serenading the moonlit night",22.20596504,10.72310591,0.111111111,0.8
floor33,141,"A girl dances gracefully in the rain, twirling her umbrella.",29.71982956,14.48179054,0.298279772,0.5
gen2,141,"A girl dances gracefully in the rain, twirling her umbrella.",29.2173996,10.73149021,0.1,0.833333333
modelscope,141,"A girl dances gracefully in the rain, twirling her umbrella.",31.42468643,13.89905214,0.198853181,0.5
pika,141,"A girl dances gracefully in the rain, twirling her umbrella.",29.83359528,12.97503821,0.2,0.833333333
zeroscope,141,"A girl dances gracefully in the rain, twirling her umbrella.",27.95861626,16.07504725,0.272727273,0.5
floor33,142,"A child excitedly swings on a rusty swing set, laughter filling the air.",28.71818542,17.84859562,0.227387159,0.833333333
modelscope,142,"A child excitedly swings on a rusty swing set, laughter filling the air.",29.08522034,19.36356354,0.267630714,0.833333333
pika,142,"A child excitedly swings on a rusty swing set, laughter filling the air.",25.57891846,13.76932473,0.378978599,0.5
zeroscope,142,"A child excitedly swings on a rusty swing set, laughter filling the air.",27.4435463,18.33766079,0.296327288,0.833333333
floor33,143,"A woman paints on a canvas, capturing the beauty of a sunset",33.32955933,22.20735359,0.327492301,1
gen2,143,"A woman paints on a canvas, capturing the beauty of a sunset",25.46144676,7.143826485,0.332036624,0.4
modelscope,143,"A woman paints on a canvas, capturing the beauty of a sunset",33.3223114,21.95252752,0.327492301,1
pika,143,"A woman paints on a canvas, capturing the beauty of a sunset",27.52056122,17.94115787,0.332036624,0.2
zeroscope,143,"A woman paints on a canvas, capturing the beauty of a sunset",30.51919556,19.1815629,0.332036624,0.8
floor33,144,"A family of five gathers around one television, watching a movie and enjoying each other's company.",22.36613464,10.01076317,0.179132828,0.833333333
modelscope,144,"A family of five gathers around one television, watching a movie and enjoying each other's company.",27.38218498,11.95423746,0.173109932,0.833333333
pika,144,"A family of five gathers around one television, watching a movie and enjoying each other's company.",25.25657845,9.922081418,0.255236569,0.833333333
zeroscope,144,"A family of five gathers around one television, watching a movie and enjoying each other's company.",24.50428772,7.917698741,0.173109932,0.833333333
floor33,145,Four children and a couch.,27.1048317,8.173861504,0.181818182,0.75
modelscope,145,Four children and a couch.,20.4765873,6.132036805,0.25,0.5
pika,145,Four children and a couch.,23.44748497,7.856005881,0.1,0.5
zeroscope,145,Four children and a couch.,24.97413826,11.12788081,0.285714286,0.5
floor33,146,"a tall, red hair girl holding a snowboard",32.81227875,14.46707678,0.625,1
gen2,146,"a tall, red hair girl holding a snowboard",26.75769806,5.319060524,0.625,0.8
modelscope,146,"a tall, red hair girl holding a snowboard",29.8520565,13.652421,0.5,0.6
pika,146,"a tall, red hair girl holding a snowboard",29.86624718,8.255450885,0.222222222,0.8
zeroscope,146,"a tall, red hair girl holding a snowboard",31.19783783,13.62067723,0.5,1
floor33,147,"Three travelers wander through the bustling streets of Times Square, taking in the dazzling lights and energy.",24.24289703,6.785176992,0.148975591,0.857142857
gen2,147,"Three travelers wander through the bustling streets of Times Square, taking in the dazzling lights and energy.",27.61893082,5.802077572,5.03E-17,0.857142857
modelscope,147,"Three travelers wander through the bustling streets of Times Square, taking in the dazzling lights and energy.",24.47311211,8.920073748,0.148975591,0.857142857
pika,147,"Three travelers wander through the bustling streets of Times Square, taking in the dazzling lights and energy.",23.06530571,6.286281851,0.13703743,0.428571429
zeroscope,147,"Three travelers wander through the bustling streets of Times Square, taking in the dazzling lights and energy.",24.39487839,10.9082675,0.052688934,0.714285714
floor33,148,"Two friends stand in awe before the Eiffel Tower, marveling at its grandeur and beauty.",25.6080246,14.96955395,0.194700196,0.6
gen2,148,"Two friends stand in awe before the Eiffel Tower, marveling at its grandeur and beauty.",24.02105522,12.80400459,0.17113904,0.8
modelscope,148,"Two friends stand in awe before the Eiffel Tower, marveling at its grandeur and beauty.",24.57868958,15.2691052,0.121306132,0.6
pika,148,"Two friends stand in awe before the Eiffel Tower, marveling at its grandeur and beauty.",26.72744942,12.35979006,0.194700196,0.4
zeroscope,148,"Two friends stand in awe before the Eiffel Tower, marveling at its grandeur and beauty.",20.1417942,16.76236463,0.114092693,0.6
floor33,149,"A group of six tourists gazes at the mesmerizing Northern Lights in Iceland, awestruck by nature's beauty.",30.81250572,18.91873837,0.091358287,0.8
gen2,149,"A group of six tourists gazes at the mesmerizing Northern Lights in Iceland, awestruck by nature's beauty.",29.40888214,13.41606291,0.158066803,0.8
modelscope,149,"A group of six tourists gazes at the mesmerizing Northern Lights in Iceland, awestruck by nature's beauty.",29.9889679,20.51525784,0.109873438,0.8
pika,149,"A group of six tourists gazes at the mesmerizing Northern Lights in Iceland, awestruck by nature's beauty.",29.1467762,18.32831404,0.099317061,0.8
zeroscope,149,"A group of six tourists gazes at the mesmerizing Northern Lights in Iceland, awestruck by nature's beauty.",25.14305115,18.77734375,0.148975591,0.8
floor33,150,Leaves falling in autumn forest,25.77272415,19.55050945,0.142857143,1
gen2,150,Leaves falling in autumn forest,25.1566143,19.45706431,0.285714286,1
modelscope,150,Leaves falling in autumn forest,24.66618347,14.50781083,0.222222222,1
pika,150,Leaves falling in autumn forest,27.94449234,15.44728226,0.125,1
zeroscope,150,Leaves falling in autumn forest,22.16133881,16.71536541,0.2,1
floor33,151,Thunderstorm at night,21.32606316,9.469791412,1.40E-16,1
gen2,151,Thunderstorm at night,26.91663361,8.797962586,0.25,1
modelscope,151,Thunderstorm at night,23.60723495,9.582376003,0.285714286,1
pika,151,Thunderstorm at night,25.03907585,7.475198057,0.285714286,1
zeroscope,151,Thunderstorm at night,21.2690239,5.053615808,1.09E-16,0
floor33,152,The night is dark and quiet. Only the dim light of streetlamps illuminates the deserted street.,24.00423431,13.02706432,0.164643491,0.666666667
gen2,152,The night is dark and quiet. Only the dim light of streetlamps illuminates the deserted street.,24.9811039,11.30194712,0.09196986,0.666666667
modelscope,152,The night is dark and quiet. Only the dim light of streetlamps illuminates the deserted street.,25.12407494,13.30447793,0.102094628,0.666666667
pika,152,The night is dark and quiet. Only the dim light of streetlamps illuminates the deserted street.,20.6113224,8.738027626,0.109762327,0.5
zeroscope,152,The night is dark and quiet. Only the dim light of streetlamps illuminates the deserted street.,17.06257439,8.532496095,0.115406622,0.666666667
floor33,153,"A windy day on the beach, with crashing waves and whipping hair.",20.32928085,12.14376116,0.23884377,0.5
gen2,153,"A windy day on the beach, with crashing waves and whipping hair.",25.04494858,9.247887929,0.23884377,0.5
modelscope,153,"A windy day on the beach, with crashing waves and whipping hair.",21.5660038,13.59048271,0.25,1
pika,153,"A windy day on the beach, with crashing waves and whipping hair.",20.80247307,12.59722699,0.30326533,0.5
zeroscope,153,"A windy day on the beach, with crashing waves and whipping hair.",17.50756454,9.370758772,0.083009156,0
floor33,154,"A snow avalanche crashed down a mountain peak, causing destruction and mayhem",27.0850296,16.4854784,0.332036624,1
gen2,154,"A snow avalanche crashed down a mountain peak, causing destruction and mayhem",25.76814842,13.38407954,0.332036624,1
modelscope,154,"A snow avalanche crashed down a mountain peak, causing destruction and mayhem",30.34973335,17.82977247,0.332036624,0.666666667
pika,154,"A snow avalanche crashed down a mountain peak, causing destruction and mayhem",22.79194641,11.39551163,0.327492301,0.333333333
zeroscope,154,"A snow avalanche crashed down a mountain peak, causing destruction and mayhem",24.63057137,11.96464777,0.166018312,0.333333333
floor33,155,City street at night with bright lights and busy traffic,24.07475853,10.48925829,0.596559544,1
gen2,155,City street at night with bright lights and busy traffic,23.42062569,11.48876373,0.342278079,1
modelscope,155,City street at night with bright lights and busy traffic,22.53030014,8.895834923,0.596559544,1
pika,155,City street at night with bright lights and busy traffic,19.31131935,8.051211357,0.6,0.5
zeroscope,155,City street at night with bright lights and busy traffic,21.41464996,11.42283177,0.4,0.75
floor33,156,"A rainy day in the city, raindrops pouring down from grey clouds above, people hurrying on the street with umbrellas.",25.82462311,14.59136772,0.029872241,0.875
gen2,156,"A rainy day in the city, raindrops pouring down from grey clouds above, people hurrying on the street with umbrellas.",26.62597656,14.13635508,0.160448425,0.875
modelscope,156,"A rainy day in the city, raindrops pouring down from grey clouds above, people hurrying on the street with umbrellas.",26.18963242,17.48982573,0.111512889,0.875
pika,156,"A rainy day in the city, raindrops pouring down from grey clouds above, people hurrying on the street with umbrellas.",24.92781258,14.15663995,0.147151776,0.875
zeroscope,156,"A rainy day in the city, raindrops pouring down from grey clouds above, people hurrying on the street with umbrellas.",24.74419212,10.50726962,0.200560531,0.875
floor33,157,"A thick fog covers a street, making it nearly impossible to see. Cars headlights pierce through the mist as they slowly make their way down the road.",25.00888443,12.54008865,0.104812937,0.75
gen2,157,"A thick fog covers a street, making it nearly impossible to see. Cars headlights pierce through the mist as they slowly make their way down the road.",27.79419136,13.35452517,0.119821057,0.625
modelscope,157,"A thick fog covers a street, making it nearly impossible to see. Cars headlights pierce through the mist as they slowly make their way down the road.",25.59650803,13.49516392,0.054805057,0.5
pika,157,"A thick fog covers a street, making it nearly impossible to see. Cars headlights pierce through the mist as they slowly make their way down the road.",27.0400219,9.11265564,0.045111761,0.75
zeroscope,157,"A thick fog covers a street, making it nearly impossible to see. Cars headlights pierce through the mist as they slowly make their way down the road.",23.376894,16.02522159,0.045111761,0.5
floor33,158,The flowing water sparkled under the golden sunrise in a peaceful mountain river.,30.50073433,16.00183964,0.213726796,0.833333333
gen2,158,The flowing water sparkled under the golden sunrise in a peaceful mountain river.,24.74759674,9.140589635,0.296327288,0.5
modelscope,158,The flowing water sparkled under the golden sunrise in a peaceful mountain river.,29.24967575,13.929142,0.142484531,0.666666667
pika,158,The flowing water sparkled under the golden sunrise in a peaceful mountain river.,24.94753456,9.712029669,0.222245466,0.666666667
zeroscope,158,The flowing water sparkled under the golden sunrise in a peaceful mountain river.,18.00648308,5.876202106,0.267630714,0
floor33,159,Sand dunes shift in a mesmerizing dance under the sun,25.06625366,15.36089993,0.194700196,1
gen2,159,Sand dunes shift in a mesmerizing dance under the sun,26.12968636,11.81262898,0.4,1
modelscope,159,Sand dunes shift in a mesmerizing dance under the sun,25.85419655,10.44052362,0.3,1
pika,159,Sand dunes shift in a mesmerizing dance under the sun,25.03443527,15.10899205,0.3,1
zeroscope,159,Sand dunes shift in a mesmerizing dance under the sun,29.34485245,9.921281815,0.099426591,1
floor33,160,"A warm golden sunset on the beach, with waves gently lapping the shore.",26.02778244,12.49087381,0.227387159,1
gen2,160,"A warm golden sunset on the beach, with waves gently lapping the shore.",25.84213829,9.086901784,0.142484531,1
modelscope,160,"A warm golden sunset on the beach, with waves gently lapping the shore.",25.69657898,10.03310847,0.148163644,1
pika,160,"A warm golden sunset on the beach, with waves gently lapping the shore.",26.4526577,8.923111015,0.148163644,1
zeroscope,160,"A warm golden sunset on the beach, with waves gently lapping the shore.",23.34453773,14.97859645,0.213726796,1
floor33,161,A serene river flowing gently under a rustic wooden bridge.,25.45963669,18.51910019,0.198853181,0.75
gen2,161,A serene river flowing gently under a rustic wooden bridge.,24.44614029,15.97347228,0.194700196,0.875
modelscope,161,A serene river flowing gently under a rustic wooden bridge.,24.6278801,12.12877655,0.1,0.875
pika,161,A serene river flowing gently under a rustic wooden bridge.,26.61728477,15.17250029,0.198853181,1
zeroscope,161,A serene river flowing gently under a rustic wooden bridge.,20.57565689,18.18456364,0.298279772,0.25
floor33,162,A beautiful mosque stands tall in the city center.,26.0596714,18.14363766,0.111111111,0.8
gen2,162,A beautiful mosque stands tall in the city center.,18.86066246,11.337075,1.24E-16,0.8
modelscope,162,A beautiful mosque stands tall in the city center.,23.71878242,18.08847046,0.166666667,0.8
pika,162,A beautiful mosque stands tall in the city center.,24.68249893,11.49584866,0.110312113,0.8
zeroscope,162,A beautiful mosque stands tall in the city center.,22.38602066,13.23626828,0.4,1
floor33,163,A farm scene with cows grazing in a field.,25.18078232,17.58804893,0.322061697,1
gen2,163,A farm scene with cows grazing in a field.,21.73085594,11.90752876,0.322061697,1
modelscope,163,A farm scene with cows grazing in a field.,24.53126907,17.55966377,0.322061697,1
pika,163,A farm scene with cows grazing in a field.,24.38513947,19.05116611,0.5,1
zeroscope,163,A farm scene with cows grazing in a field.,21.28724098,11.65271926,0.322061697,1
floor33,164,Clear lake reflecting surrounding mountains.,24.94649506,12.3175416,0.111111111,1
gen2,164,Clear lake reflecting surrounding mountains.,24.94857597,16.20049326,0.125,1
modelscope,164,Clear lake reflecting surrounding mountains.,26.8370266,20.05977201,0.1,0.666666667
pika,164,Clear lake reflecting surrounding mountains.,24.71263885,14.56684611,0.1,1
zeroscope,164,Clear lake reflecting surrounding mountains.,19.47776222,10.30334949,1.40E-16,0
floor33,165,A busy bakery filled with the aroma of freshly baked bread and pastries.,25.69732666,19.12670326,0.066907679,0.333333333
gen2,165,A busy bakery filled with the aroma of freshly baked bread and pastries.,21.25174713,12.36493524,0.071242265,0.333333333
modelscope,165,A busy bakery filled with the aroma of freshly baked bread and pastries.,26.47042656,16.74317193,0.133815357,0.333333333
pika,165,A busy bakery filled with the aroma of freshly baked bread and pastries.,23.50509453,15.94158586,0.222245466,0.333333333
zeroscope,165,A busy bakery filled with the aroma of freshly baked bread and pastries.,24.42633247,14.58508849,0.076923077,0.333333333
floor33,166,Concert hall with shining lights and energetic audience dancing,26.01936531,14.13213396,0.330936338,0.75
gen2,166,Concert hall with shining lights and energetic audience dancing,22.54461098,13.77259906,0.4,1
modelscope,166,Concert hall with shining lights and energetic audience dancing,24.68523026,16.36488652,0.444444444,1
pika,166,Concert hall with shining lights and energetic audience dancing,26.15094566,10.70970281,0.2,0.75
zeroscope,166,Concert hall with shining lights and energetic audience dancing,15.66054821,9.727473497,1.22E-16,0.25
floor33,167,A busy school hallway filled with students hurrying to their classrooms.,22.99788094,13.19932032,0.272727273,1
gen2,167,A busy school hallway filled with students hurrying to their classrooms.,22.49604225,9.899160147,0.177941645,0
modelscope,167,A busy school hallway filled with students hurrying to their classrooms.,24.62508011,10.62271357,0.272727273,0.8
pika,167,A busy school hallway filled with students hurrying to their classrooms.,24.45874023,12.82856157,0.17182232,1
zeroscope,167,A busy school hallway filled with students hurrying to their classrooms.,19.40085793,5.592235088,9.60E-17,0.8
floor33,168,"The scene starts with a shot of the Forbidden City in Beijing. The sun is setting, giving the sky a warm orange hue. The camera slowly pans out to show the bustling city below.",28.88588905,10.00234842,0.009693552,0.6
gen2,168,"The scene starts with a shot of the Forbidden City in Beijing. The sun is setting, giving the sky a warm orange hue. The camera slowly pans out to show the bustling city below.",30.46619606,8.627821326,0.091760395,0.6
modelscope,168,"The scene starts with a shot of the Forbidden City in Beijing. The sun is setting, giving the sky a warm orange hue. The camera slowly pans out to show the bustling city below.",29.9172287,12.05966902,0.036287181,0.8
pika,168,"The scene starts with a shot of the Forbidden City in Beijing. The sun is setting, giving the sky a warm orange hue. The camera slowly pans out to show the bustling city below.",28.79509354,9.250277413,0.033702203,1
zeroscope,168,"The scene starts with a shot of the Forbidden City in Beijing. The sun is setting, giving the sky a warm orange hue. The camera slowly pans out to show the bustling city below.",30.84953499,16.99928141,0.036287181,0.6
floor33,169,A bustling street in Paris,24.52548599,15.03126478,0.142857143,0.5
gen2,169,A bustling street in Paris,21.34983635,11.17853634,0.125,0.5
modelscope,169,A bustling street in Paris,24.41683578,13.70198369,0.142857143,0.5
pika,169,A bustling street in Paris,23.71294594,16.23593775,0.222222222,1
zeroscope,169,A bustling street in Paris,21.67411423,15.13087273,0.1,0.5
floor33,170,A night view of Sydney's iconic Opera House.,26.22764778,11.52218199,0.119421885,1
gen2,170,A night view of Sydney's iconic Opera House.,29.74965668,10.7992688,1.22E-16,1
modelscope,170,A night view of Sydney's iconic Opera House.,26.42937851,10.43460107,0.2,1
pika,170,A night view of Sydney's iconic Opera House.,27.85547447,14.83881728,0.083333333,1
zeroscope,170,A night view of Sydney's iconic Opera House.,13.16966248,6.653799295,0.125,0.5
floor33,171,"A bustling street in London, with double-decker buses and red telephone booths. The famous Big Ben towers in the background.",25.79698181,13.43216038,0.194700196,1
gen2,171,"A bustling street in London, with double-decker buses and red telephone booths. The famous Big Ben towers in the background.",24.30269051,10.52592079,0.080224212,0.777777778
modelscope,171,"A bustling street in London, with double-decker buses and red telephone booths. The famous Big Ben towers in the background.",24.97072601,15.1990881,0.098191609,0.777777778
pika,171,"A bustling street in London, with double-decker buses and red telephone booths. The famous Big Ben towers in the background.",26.3222084,14.32480971,0.098614521,0.888888889
zeroscope,171,"A bustling street in London, with double-decker buses and red telephone booths. The famous Big Ben towers in the background.",25.76725769,13.07648182,0.160448425,1
floor33,172,The video depicts the bustling street of Singapore's Chinatown. People are seen walking around under the bright neon lights of the shops and restaurants. The camera pans around to capture the vibrancy of the scene.,30.70544815,5.859157562,0.041042499,0.857142857
gen2,172,The video depicts the bustling street of Singapore's Chinatown. People are seen walking around under the bright neon lights of the shops and restaurants. The camera pans around to capture the vibrancy of the scene.,32.67609406,11.18619355,0.041042499,0.714285714
modelscope,172,The video depicts the bustling street of Singapore's Chinatown. People are seen walking around under the bright neon lights of the shops and restaurants. The camera pans around to capture the vibrancy of the scene.,27.5555706,11.19814968,0.032833999,0.857142857
pika,172,The video depicts the bustling street of Singapore's Chinatown. People are seen walking around under the bright neon lights of the shops and restaurants. The camera pans around to capture the vibrancy of the scene.,33.11308289,11.96995163,0.041042499,0.857142857
zeroscope,172,The video depicts the bustling street of Singapore's Chinatown. People are seen walking around under the bright neon lights of the shops and restaurants. The camera pans around to capture the vibrancy of the scene.,29.73192024,8.114175677,0.041042499,0.714285714
floor33,173,The Golden Gate Bridge spans the picturesque San Francisco Bay,26.51267624,12.15312815,0.083333333,1
gen2,173,The Golden Gate Bridge spans the picturesque San Francisco Bay,26.53906631,12.15300703,0.099426591,1
modelscope,173,The Golden Gate Bridge spans the picturesque San Francisco Bay,25.5799408,13.56907463,0.093062722,1
pika,173,The Golden Gate Bridge spans the picturesque San Francisco Bay,24.19659996,11.50347688,0.1,1
zeroscope,173,The Golden Gate Bridge spans the picturesque San Francisco Bay,25.09352684,11.83829951,0.1,1
floor33,174,Egypt's Pyramids,27.27973366,12.32617378,2.45E-16,1
gen2,174,Egypt's Pyramids,26.50845337,13.54288761,1.95E-16,1
modelscope,174,Egypt's Pyramids,25.8760891,11.09811926,1.63E-16,1
pika,174,Egypt's Pyramids,20.97667122,8.101555188,9.81E-17,1
zeroscope,174,Egypt's Pyramids,24.06794357,13.86924696,1.40E-16,0
floor33,175,Mount Fuji,25.30259705,13.80133724,1.63E-16,1
gen2,175,Mount Fuji,21.78868675,10.94314448,1.40E-16,0
modelscope,175,Mount Fuji,24.05016708,17.0085187,1.40E-16,1
pika,175,Mount Fuji,20.58917999,9.315441026,1.22E-16,1
zeroscope,175,Mount Fuji,15.02412319,5.240854383,1.95E-16,0
floor33,176,A beautiful leather handbag caught my eye in the store window. It had a classic shape and was a rich cognac color. The material was soft and supple. The golden text label on the front read 'Michael Kors'.,26.47342491,17.16278648,0.030405031,0.545454545
gen2,176,A beautiful leather handbag caught my eye in the store window. It had a classic shape and was a rich cognac color. The material was soft and supple. The golden text label on the front read 'Michael Kors'.,27.61184883,18.216441,0.017718386,0.545454545
modelscope,176,A beautiful leather handbag caught my eye in the store window. It had a classic shape and was a rich cognac color. The material was soft and supple. The golden text label on the front read 'Michael Kors'.,27.25300789,20.74512148,0.078699685,0.545454545
pika,176,A beautiful leather handbag caught my eye in the store window. It had a classic shape and was a rich cognac color. The material was soft and supple. The golden text label on the front read 'Michael Kors'.,26.06037903,16.25090398,0.008819155,0.545454545
zeroscope,176,A beautiful leather handbag caught my eye in the store window. It had a classic shape and was a rich cognac color. The material was soft and supple. The golden text label on the front read 'Michael Kors'.,15.01355839,11.06727576,0.018243019,0.363636364
floor33,177,A rectangular book with a hardcover and embossed title on the front,18.86413765,12.58486557,0.139869046,0
gen2,177,A rectangular book with a hardcover and embossed title on the front,21.29611588,11.31352345,0.384615385,1
modelscope,177,A rectangular book with a hardcover and embossed title on the front,25.19974899,14.36564684,0.332036624,0.8
pika,177,A rectangular book with a hardcover and embossed title on the front,22.89365959,12.21153757,0.327492301,1
zeroscope,177,A rectangular book with a hardcover and embossed title on the front,10.78700542,7.855262518,0.23884377,0
floor33,178,Red knife cuts string of kite,29.19731903,14.99823952,0.166666667,0
gen2,178,Red knife cuts string of kite,22.89128304,15.43182119,0.2,0
modelscope,178,Red knife cuts string of kite,27.33507156,18.16594934,0.166666667,0.25
pika,178,Red knife cuts string of kite,23.32770538,13.48456881,0.142857143,0
zeroscope,178,Red knife cuts string of kite,20.40873718,8.715150833,1.40E-16,0
floor33,179,A white baseball with red stitching lay on a green patch of grass.,25.42507744,16.23642731,0.37040911,1
gen2,179,A white baseball with red stitching lay on a green patch of grass.,25.28538322,13.91165288,0.461538461,1
modelscope,179,A white baseball with red stitching lay on a green patch of grass.,26.30753326,16.52844477,0.37040911,1
pika,179,A white baseball with red stitching lay on a green patch of grass.,21.01915741,14.41086737,0.040379304,0.8
zeroscope,179,A white baseball with red stitching lay on a green patch of grass.,16.22890854,3.409143746,0.306681471,0
floor33,180,A bright yellow umbrella with a wooden handle. It's compact and easy to carry.,27.02824402,18.43100929,0.131798569,0.666666667
gen2,180,A bright yellow umbrella with a wooden handle. It's compact and easy to carry.,27.09799767,14.61471287,0.177137457,0.833333333
modelscope,180,A bright yellow umbrella with a wooden handle. It's compact and easy to carry.,21.36721802,13.26899886,0.157662618,0.5
pika,180,A bright yellow umbrella with a wooden handle. It's compact and easy to carry.,27.55381393,13.87326876,0.059045819,0.5
zeroscope,180,A bright yellow umbrella with a wooden handle. It's compact and easy to carry.,12.72564411,7.842631578,0.134064009,0
floor33,181,A sleek silver metal water bottle with a cylindrical shape and a white plastic top. The label says 'Hydro Flask'.,29.09793663,19.30959988,0.200560531,0.666666667
gen2,181,A sleek silver metal water bottle with a cylindrical shape and a white plastic top. The label says 'Hydro Flask'.,24.88303375,15.97295443,0.183939721,0.666666667
modelscope,181,A sleek silver metal water bottle with a cylindrical shape and a white plastic top. The label says 'Hydro Flask'.,26.0374527,18.39993358,0.196383219,0.666666667
pika,181,A sleek silver metal water bottle with a cylindrical shape and a white plastic top. The label says 'Hydro Flask'.,25.47665024,19.31898541,0.13945635,0.444444444
zeroscope,181,A sleek silver metal water bottle with a cylindrical shape and a white plastic top. The label says 'Hydro Flask'.,27.60508919,17.57403469,0.179583224,0.444444444
floor33,182,A sleek black leather wallet with a square shape,30.26615906,16.46927595,0.444444444,0.666666667
gen2,182,A sleek black leather wallet with a square shape,24.86195946,10.39785727,0.441248451,0
modelscope,182,A sleek black leather wallet with a square shape,24.44691277,12.06284714,0.4,0.5
pika,182,A sleek black leather wallet with a square shape,25.3060627,16.87986988,0.444444444,0.666666667
zeroscope,182,A sleek black leather wallet with a square shape,17.91702271,12.2991116,0.2,0
floor33,183,balloons flying in the air,25.1622467,16.09966087,0.444444444,1
gen2,183,balloons flying in the air,23.29156113,12.290814,0.5,1
modelscope,183,balloons flying in the air,25.25385475,11.9640677,0.571428571,1
pika,183,balloons flying in the air,23.33765793,15.77628178,0.666666667,1
zeroscope,183,balloons flying in the air,19.71383667,11.30064511,0.125,0.333333333
floor33,184,"A set of four white ceramic mugs perfect for coffee, with a sleek modern design.",29.98616791,17.855443,0.126389805,0.833333333
gen2,184,"A set of four white ceramic mugs perfect for coffee, with a sleek modern design.",26.78980255,18.48081382,0.266017937,0.666666667
modelscope,184,"A set of four white ceramic mugs perfect for coffee, with a sleek modern design.",26.75759506,19.41431379,0.25277961,0.666666667
pika,184,"A set of four white ceramic mugs perfect for coffee, with a sleek modern design.",19.82686234,17.57545196,0.114092693,0.833333333
zeroscope,184,"A set of four white ceramic mugs perfect for coffee, with a sleek modern design.",16.21210861,13.90469027,0.121306132,0.666666667
floor33,185,A sleek black Yamaha R1 motorcycle parked on the side of the road with a silver iPhone 11 resting on the seat. The phone screen is lit up with a message from a friend.,25.66448212,15.4076252,0.122347193,0.2
gen2,185,A sleek black Yamaha R1 motorcycle parked on the side of the road with a silver iPhone 11 resting on the seat. The phone screen is lit up with a message from a friend.,26.49658585,16.44999695,0.048359519,0.2
modelscope,185,A sleek black Yamaha R1 motorcycle parked on the side of the road with a silver iPhone 11 resting on the seat. The phone screen is lit up with a message from a friend.,23.54118347,17.18084908,0.079939873,0.2
pika,185,A sleek black Yamaha R1 motorcycle parked on the side of the road with a silver iPhone 11 resting on the seat. The phone screen is lit up with a message from a friend.,26.86553192,16.38450517,0.090717953,0.2
zeroscope,185,A sleek black Yamaha R1 motorcycle parked on the side of the road with a silver iPhone 11 resting on the seat. The phone screen is lit up with a message from a friend.,25.29327774,18.28865385,0.078638473,0.3
floor33,186,"A crystal clear, deep ruby red wine fills a tall, tapered glass.",25.21231079,13.14694691,0.12262648,1
gen2,186,"A crystal clear, deep ruby red wine fills a tall, tapered glass.",26.56016731,14.61143597,0.15922918,1
modelscope,186,"A crystal clear, deep ruby red wine fills a tall, tapered glass.",25.66157913,13.86541295,0.166666667,0.875
pika,186,"A crystal clear, deep ruby red wine fills a tall, tapered glass.",23.6451149,13.690812,0.15922918,0.625
zeroscope,186,"A crystal clear, deep ruby red wine fills a tall, tapered glass.",16.34111977,7.708492637,0.083009156,0
floor33,187,A sleek black keyboard with white lettering on the keys,26.60998154,13.95725155,0.3,1
gen2,187,A sleek black keyboard with white lettering on the keys,27.55142593,14.10383383,0.298279772,1
modelscope,187,A sleek black keyboard with white lettering on the keys,26.86851692,14.74317551,0.3,1
pika,187,A sleek black keyboard with white lettering on the keys,23.62322044,13.56074503,0.3,1
zeroscope,187,A sleek black keyboard with white lettering on the keys,26.13310814,15.66953254,0.292050294,0.8
floor33,188,A bright red eight-sided sign with white lettering displaying the word 'STOP' in the center.,22.27576447,4.185281277,0.315974513,0.857142857
gen2,188,A bright red eight-sided sign with white lettering displaying the word 'STOP' in the center.,20.61229706,8.949111223,0.242612264,0.714285714
modelscope,188,A bright red eight-sided sign with white lettering displaying the word 'STOP' in the center.,19.02157211,8.545740843,0.315974513,0.714285714
pika,188,A bright red eight-sided sign with white lettering displaying the word 'STOP' in the center.,23.97801399,9.606046995,0.315974513,0.714285714
zeroscope,188,A bright red eight-sided sign with white lettering displaying the word 'STOP' in the center.,12.81357765,6.124858975,6.28E-17,0
floor33,189,A silver cell phone lays next to a red fire hydrant.,27.29750061,11.72880363,0.25,0.833333333
gen2,189,A silver cell phone lays next to a red fire hydrant.,27.48821449,15.2421693,0.271451225,0.5
modelscope,189,A silver cell phone lays next to a red fire hydrant.,27.91895866,11.83665037,0.257733479,0.833333333
pika,189,A silver cell phone lays next to a red fire hydrant.,31.12105751,13.58472114,0.271451225,0.833333333
zeroscope,189,A silver cell phone lays next to a red fire hydrant.,30.18242073,12.05123234,0.363636364,1
floor33,190,A pair of sleek black skis,26.35940933,10.7241292,0.428571429,0.75
gen2,190,A pair of sleek black skis,17.52375031,8.522696813,0.111111111,0.5
modelscope,190,A pair of sleek black skis,25.65553284,10.26091409,0.25,0.25
