data_type,model_type,item_id,source_id,worker_id,question,answer
tifa160,sd1dot1,tifa160_146,partiprompt_202,4387897261,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_146,partiprompt_202,4389767429,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_104,drawbench_138,4375840905,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_104,drawbench_138,4375843592,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_104,drawbench_138,4379690288,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_104,drawbench_138,4387897261,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_104,drawbench_138,4389767429,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_112,partiprompt_274,4375840905,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_112,partiprompt_274,4375843592,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_112,partiprompt_274,4379690288,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_112,partiprompt_274,4387897261,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_112,partiprompt_274,4389767429,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_121,partiprompt_754,4375840905,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_121,partiprompt_754,4375843592,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_121,partiprompt_754,4379690288,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_121,partiprompt_754,4387897261,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_121,partiprompt_754,4389767429,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_136,partiprompt_632,4375840905,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_136,partiprompt_632,4375843592,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_136,partiprompt_632,4379690288,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_136,partiprompt_632,4387897261,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_136,partiprompt_632,4389767429,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_53,coco_764251,4375840905,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_53,coco_764251,4375843592,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_53,coco_764251,4379690288,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_53,coco_764251,4387897261,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_53,coco_764251,4389767429,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_110,partiprompt_1179,4375840905,How consistent is the image with the text description?,1
tifa160,sd1dot5,tifa160_110,partiprompt_1179,4375843592,How consistent is the image with the text description?,1
tifa160,sd1dot5,tifa160_110,partiprompt_1179,4379690288,How consistent is the image with the text description?,2
tifa160,sd1dot5,tifa160_110,partiprompt_1179,4387897261,How consistent is the image with the text description?,2
tifa160,sd1dot5,tifa160_110,partiprompt_1179,4389767429,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_44,coco_817577,4375840905,How consistent is the image with the text description?,2
tifa160,vq-diffusion,tifa160_44,coco_817577,4375843592,How consistent is the image with the text description?,2
tifa160,vq-diffusion,tifa160_44,coco_817577,4379690288,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_44,coco_817577,4387897261,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_44,coco_817577,4389767429,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_157,paintskill_270,4375840905,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_157,paintskill_270,4375843592,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_157,paintskill_270,4379690288,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_157,paintskill_270,4387897261,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_157,paintskill_270,4389767429,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_80,coco_653095,4375840905,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_80,coco_653095,4375843592,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_80,coco_653095,4379690288,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_80,coco_653095,4387897261,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_80,coco_653095,4389767429,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_9,coco_98071,4375840905,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_9,coco_98071,4375843592,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_9,coco_98071,4379690288,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_9,coco_98071,4387897261,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_9,coco_98071,4389767429,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_102,coco_323167,4375840905,How consistent is the image with the text description?,3
tifa160,sd2dot1,tifa160_102,coco_323167,4375843592,How consistent is the image with the text description?,3
tifa160,sd2dot1,tifa160_102,coco_323167,4379690288,How consistent is the image with the text description?,3
tifa160,sd2dot1,tifa160_102,coco_323167,4387897261,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_102,coco_323167,4389767429,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_90,coco_627537,4375840905,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_90,coco_627537,4375843592,How consistent is the image with the text description?,3
tifa160,sd2dot1,tifa160_90,coco_627537,4379690288,How consistent is the image with the text description?,3
tifa160,sd2dot1,tifa160_90,coco_627537,4387897261,How consistent is the image with the text description?,3
tifa160,sd2dot1,tifa160_90,coco_627537,4389767429,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_97,coco_251210,4375840905,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_97,coco_251210,4375843592,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_97,coco_251210,4379690288,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_97,coco_251210,4387897261,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_97,coco_251210,4389767429,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_126,drawbench_57,4375840905,How consistent is the image with the text description?,2
tifa160,mini-dalle,tifa160_126,drawbench_57,4375843592,How consistent is the image with the text description?,2
tifa160,mini-dalle,tifa160_126,drawbench_57,4379690288,How consistent is the image with the text description?,2
tifa160,mini-dalle,tifa160_126,drawbench_57,4387897261,How consistent is the image with the text description?,2
tifa160,mini-dalle,tifa160_126,drawbench_57,4389767429,How consistent is the image with the text description?,2
tifa160,sd2dot1,tifa160_74,coco_29031,4375840905,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_74,coco_29031,4375843592,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_74,coco_29031,4379690288,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_74,coco_29031,4387897261,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_74,coco_29031,4389767429,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_96,coco_751840,4375840905,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_96,coco_751840,4375843592,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_96,coco_751840,4379690288,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_96,coco_751840,4387897261,How consistent is the image with the text description?,2
tifa160,mini-dalle,tifa160_96,coco_751840,4389767429,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_75,coco_435097,4375840905,How consistent is the image with the text description?,5
tifa160,vq-diffusion,tifa160_75,coco_435097,4375843592,How consistent is the image with the text description?,5
tifa160,vq-diffusion,tifa160_75,coco_435097,4379690288,How consistent is the image with the text description?,5
tifa160,vq-diffusion,tifa160_75,coco_435097,4387897261,How consistent is the image with the text description?,5
tifa160,vq-diffusion,tifa160_75,coco_435097,4389767429,How consistent is the image with the text description?,5
tifa160,vq-diffusion,tifa160_69,coco_463732,4375840905,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_69,coco_463732,4375843592,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_69,coco_463732,4379690288,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_69,coco_463732,4387897261,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_69,coco_463732,4389767429,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_55,coco_413279,4375840905,How consistent is the image with the text description?,3
tifa160,sd1dot5,tifa160_55,coco_413279,4375843592,How consistent is the image with the text description?,3
tifa160,sd1dot5,tifa160_55,coco_413279,4379690288,How consistent is the image with the text description?,3
tifa160,sd1dot5,tifa160_55,coco_413279,4387897261,How consistent is the image with the text description?,3
tifa160,sd1dot5,tifa160_55,coco_413279,4389767429,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_28,paintskill_275,4375840905,How consistent is the image with the text description?,2
tifa160,mini-dalle,tifa160_28,paintskill_275,4375843592,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_28,paintskill_275,4379690288,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_28,paintskill_275,4387897261,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_28,paintskill_275,4389767429,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_37,partiprompt_555,4375840905,How consistent is the image with the text description?,2
tifa160,mini-dalle,tifa160_37,partiprompt_555,4375843592,How consistent is the image with the text description?,2
tifa160,mini-dalle,tifa160_37,partiprompt_555,4379690288,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_37,partiprompt_555,4387897261,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_37,partiprompt_555,4389767429,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_3,coco_483317,4375840905,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_3,coco_483317,4375843592,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_3,coco_483317,4379690288,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_3,coco_483317,4387897261,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_3,coco_483317,4389767429,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_11,coco_680517,4375840905,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_11,coco_680517,4375843592,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_11,coco_680517,4379690288,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_11,coco_680517,4387897261,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_11,coco_680517,4389767429,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_94,coco_426642,4375840905,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_94,coco_426642,4375843592,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_94,coco_426642,4379690288,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_94,coco_426642,4387897261,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_94,coco_426642,4389767429,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_9,coco_98071,4375840905,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_9,coco_98071,4375843592,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_9,coco_98071,4379690288,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_9,coco_98071,4387897261,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_9,coco_98071,4389767429,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_46,coco_54581,4375840905,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_46,coco_54581,4375843592,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_46,coco_54581,4379690288,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_46,coco_54581,4387897261,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_46,coco_54581,4389767429,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_119,partiprompt_726,4375840905,How consistent is the image with the text description?,3
tifa160,sd1dot5,tifa160_119,partiprompt_726,4375843592,How consistent is the image with the text description?,3
tifa160,sd1dot5,tifa160_119,partiprompt_726,4379690288,How consistent is the image with the text description?,3
tifa160,sd1dot5,tifa160_119,partiprompt_726,4387897261,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_119,partiprompt_726,4389767429,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_72,coco_758774,4375840905,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_72,coco_758774,4375843592,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_72,coco_758774,4379690288,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_72,coco_758774,4387897261,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_72,coco_758774,4389767429,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_64,coco_559555,4375840905,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_64,coco_559555,4375843592,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_64,coco_559555,4379690288,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_64,coco_559555,4387897261,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_64,coco_559555,4389767429,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_46,coco_54581,4375840905,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_46,coco_54581,4375843592,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_46,coco_54581,4379690288,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_46,coco_54581,4387897261,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_46,coco_54581,4389767429,How consistent is the image with the text description?,5
tifa160,vq-diffusion,tifa160_61,coco_828568,4375840905,How consistent is the image with the text description?,2
tifa160,vq-diffusion,tifa160_61,coco_828568,4375843592,How consistent is the image with the text description?,2
tifa160,vq-diffusion,tifa160_61,coco_828568,4379690288,How consistent is the image with the text description?,2
tifa160,vq-diffusion,tifa160_61,coco_828568,4387897261,How consistent is the image with the text description?,1
tifa160,vq-diffusion,tifa160_61,coco_828568,4389767429,How consistent is the image with the text description?,2
tifa160,vq-diffusion,tifa160_132,partiprompt_893,4375840905,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_132,partiprompt_893,4375843592,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_132,partiprompt_893,4379690288,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_132,partiprompt_893,4387897261,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_132,partiprompt_893,4389767429,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_29,paintskill_254,4375840905,How consistent is the image with the text description?,2
tifa160,sd1dot1,tifa160_29,paintskill_254,4375843592,How consistent is the image with the text description?,2
tifa160,sd1dot1,tifa160_29,paintskill_254,4379690288,How consistent is the image with the text description?,2
tifa160,sd1dot1,tifa160_29,paintskill_254,4387897261,How consistent is the image with the text description?,1
tifa160,sd1dot1,tifa160_29,paintskill_254,4389767429,How consistent is the image with the text description?,1
tifa160,sd2dot1,tifa160_159,partiprompt_1085,4375840905,How consistent is the image with the text description?,3
tifa160,sd2dot1,tifa160_159,partiprompt_1085,4375843592,How consistent is the image with the text description?,3
tifa160,sd2dot1,tifa160_159,partiprompt_1085,4379690288,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_159,partiprompt_1085,4387897261,How consistent is the image with the text description?,3
tifa160,sd2dot1,tifa160_159,partiprompt_1085,4389767429,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_20,paintskill_152,4375840905,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_20,paintskill_152,4375843592,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_20,paintskill_152,4379690288,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_20,paintskill_152,4387897261,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_20,paintskill_152,4389767429,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_119,partiprompt_726,4375840905,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_119,partiprompt_726,4375843592,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_119,partiprompt_726,4379690288,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_119,partiprompt_726,4387897261,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_119,partiprompt_726,4389767429,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_150,partiprompt_1108,4375840905,How consistent is the image with the text description?,5
tifa160,vq-diffusion,tifa160_150,partiprompt_1108,4375843592,How consistent is the image with the text description?,5
tifa160,vq-diffusion,tifa160_150,partiprompt_1108,4379690288,How consistent is the image with the text description?,5
tifa160,vq-diffusion,tifa160_150,partiprompt_1108,4387897261,How consistent is the image with the text description?,5
tifa160,vq-diffusion,tifa160_150,partiprompt_1108,4389767429,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_21,partiprompt_1164,4375840905,How consistent is the image with the text description?,2
tifa160,mini-dalle,tifa160_21,partiprompt_1164,4375843592,How consistent is the image with the text description?,2
tifa160,mini-dalle,tifa160_21,partiprompt_1164,4379690288,How consistent is the image with the text description?,2
tifa160,mini-dalle,tifa160_21,partiprompt_1164,4387897261,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_21,partiprompt_1164,4389767429,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_107,partiprompt_1261,4375840905,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_107,partiprompt_1261,4375843592,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_107,partiprompt_1261,4379690288,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_107,partiprompt_1261,4387897261,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_107,partiprompt_1261,4389767429,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_85,coco_111485,4375840905,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_85,coco_111485,4375843592,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_85,coco_111485,4379690288,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_85,coco_111485,4387897261,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_85,coco_111485,4389767429,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_7,coco_492730,4375840905,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_7,coco_492730,4375843592,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_7,coco_492730,4379690288,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_7,coco_492730,4387897261,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_7,coco_492730,4389767429,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_117,drawbench_68,4375840905,How consistent is the image with the text description?,1
tifa160,mini-dalle,tifa160_117,drawbench_68,4375843592,How consistent is the image with the text description?,1
tifa160,mini-dalle,tifa160_117,drawbench_68,4379690288,How consistent is the image with the text description?,2
tifa160,mini-dalle,tifa160_117,drawbench_68,4387897261,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_117,drawbench_68,4389767429,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_8,coco_322041,4375840905,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_8,coco_322041,4375843592,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_8,coco_322041,4379690288,How consistent is the image with the text description?,2
tifa160,sd1dot1,tifa160_8,coco_322041,4387897261,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_8,coco_322041,4389767429,How consistent is the image with the text description?,3
tifa160,sd2dot1,tifa160_105,partiprompt_436,4375840905,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_105,partiprompt_436,4375843592,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_105,partiprompt_436,4379690288,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_105,partiprompt_436,4387897261,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_105,partiprompt_436,4389767429,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_47,coco_555553,4375840905,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_47,coco_555553,4375843592,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_47,coco_555553,4379690288,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_47,coco_555553,4387897261,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_47,coco_555553,4389767429,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_83,coco_179805,4375840905,How consistent is the image with the text description?,3
tifa160,sd2dot1,tifa160_83,coco_179805,4375843592,How consistent is the image with the text description?,3
tifa160,sd2dot1,tifa160_83,coco_179805,4379690288,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_83,coco_179805,4387897261,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_83,coco_179805,4389767429,How consistent is the image with the text description?,3
tifa160,sd1dot5,tifa160_11,coco_680517,4375840905,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_11,coco_680517,4375843592,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_11,coco_680517,4379690288,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_11,coco_680517,4387897261,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_11,coco_680517,4389767429,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_157,paintskill_270,4375840905,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_157,paintskill_270,4375843592,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_157,paintskill_270,4379690288,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_157,paintskill_270,4387897261,How consistent is the image with the text description?,5
tifa160,sd1dot1,tifa160_157,paintskill_270,4389767429,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_151,paintskill_229,4375840905,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_151,paintskill_229,4375843592,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_151,paintskill_229,4379690288,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_151,paintskill_229,4387897261,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_151,paintskill_229,4389767429,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_24,partiprompt_1414,4375840905,How consistent is the image with the text description?,3
tifa160,sd1dot5,tifa160_24,partiprompt_1414,4375843592,How consistent is the image with the text description?,3
tifa160,sd1dot5,tifa160_24,partiprompt_1414,4379690288,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_24,partiprompt_1414,4387897261,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_24,partiprompt_1414,4389767429,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_88,coco_397109,4375840905,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_88,coco_397109,4375843592,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_88,coco_397109,4379690288,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_88,coco_397109,4387897261,How consistent is the image with the text description?,4
tifa160,sd2dot1,tifa160_88,coco_397109,4389767429,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_148,paintskill_286,4375840905,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_148,paintskill_286,4375843592,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_148,paintskill_286,4379690288,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_148,paintskill_286,4387897261,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_148,paintskill_286,4389767429,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_5,coco_152829,4375840905,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_5,coco_152829,4375843592,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_5,coco_152829,4379690288,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_5,coco_152829,4387897261,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_5,coco_152829,4389767429,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_36,partiprompt_116,4375840905,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_36,partiprompt_116,4375843592,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_36,partiprompt_116,4379690288,How consistent is the image with the text description?,3
tifa160,sd1dot1,tifa160_36,partiprompt_116,4387897261,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_36,partiprompt_116,4389767429,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_116,partiprompt_325,4375840905,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_116,partiprompt_325,4375843592,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_116,partiprompt_325,4379690288,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_116,partiprompt_325,4387897261,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_116,partiprompt_325,4389767429,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_154,partiprompt_1083,4375840905,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_154,partiprompt_1083,4375843592,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_154,partiprompt_1083,4379690288,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_154,partiprompt_1083,4387897261,How consistent is the image with the text description?,5
tifa160,sd2dot1,tifa160_154,partiprompt_1083,4389767429,How consistent is the image with the text description?,5
tifa160,sd1dot5,tifa160_142,drawbench_159,4375840905,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_142,drawbench_159,4375843592,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_142,drawbench_159,4379690288,How consistent is the image with the text description?,3
tifa160,sd1dot5,tifa160_142,drawbench_159,4387897261,How consistent is the image with the text description?,4
tifa160,sd1dot5,tifa160_142,drawbench_159,4389767429,How consistent is the image with the text description?,3
tifa160,mini-dalle,tifa160_131,partiprompt_830,4375840905,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_131,partiprompt_830,4375843592,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_131,partiprompt_830,4379690288,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_131,partiprompt_830,4387897261,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_131,partiprompt_830,4389767429,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_44,coco_817577,4375840905,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_44,coco_817577,4375843592,How consistent is the image with the text description?,4
tifa160,mini-dalle,tifa160_44,coco_817577,4379690288,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_44,coco_817577,4387897261,How consistent is the image with the text description?,5
tifa160,mini-dalle,tifa160_44,coco_817577,4389767429,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_70,coco_247543,4375840905,How consistent is the image with the text description?,4
tifa160,vq-diffusion,tifa160_70,coco_247543,4375843592,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_70,coco_247543,4379690288,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_70,coco_247543,4387897261,How consistent is the image with the text description?,3
tifa160,vq-diffusion,tifa160_70,coco_247543,4389767429,How consistent is the image with the text description?,4
tifa160,sd1dot1,tifa160_94,coco_426642,4375840905,How consistent is the image with the text description?,4
