Index,Video,Question,Answer
2572,videos/w-HYZv6HzAs.8.1.mp4,Does the camera pan to track the subjects as they move?,Yes
2573,videos/Ni7AYED85z4.2.17.mp4,Does the camera pan to track the subjects as they move?,No
2574,videos/w-HYZv6HzAs.8.1.mp4,Is the camera not panning to track the subjects?,No
2575,videos/Ni7AYED85z4.2.17.mp4,Is the camera not panning to track the subjects?,Yes
2576,videos/7jUW96CiEKA.3.2.mp4,Does the camera pan to track the subjects as they move?,Yes
2577,videos/RZs5Hz1klno.5.6.mp4,Does the camera pan to track the subjects as they move?,No
2578,videos/7jUW96CiEKA.3.2.mp4,Is the camera not panning to track the subjects?,No
2579,videos/RZs5Hz1klno.5.6.mp4,Is the camera not panning to track the subjects?,Yes
2580,videos/tIzLnU3LfSw.3.mp4,Does the camera pan to track the subjects as they move?,Yes
2581,videos/1hu1np_BI2M.9.1.mp4,Does the camera pan to track the subjects as they move?,No
2582,videos/tIzLnU3LfSw.3.mp4,Is the camera not panning to track the subjects?,No
2583,videos/1hu1np_BI2M.9.1.mp4,Is the camera not panning to track the subjects?,Yes
2584,videos/rtzeq_jtXHU.0.2.mp4,Does the camera pan to track the subjects as they move?,Yes
2585,videos/upC8hjr2b4g.14.2.mp4,Does the camera pan to track the subjects as they move?,No
2586,videos/rtzeq_jtXHU.0.2.mp4,Is the camera not panning to track the subjects?,No
2587,videos/upC8hjr2b4g.14.2.mp4,Is the camera not panning to track the subjects?,Yes
2588,videos/w-HYZv6HzAs.5.0.mp4,Does the camera pan to track the subjects as they move?,Yes
2589,videos/KAer-wHAd38.5.8.mp4,Does the camera pan to track the subjects as they move?,No
2590,videos/w-HYZv6HzAs.5.0.mp4,Is the camera not panning to track the subjects?,No
2591,videos/KAer-wHAd38.5.8.mp4,Is the camera not panning to track the subjects?,Yes
2592,videos/u-dEnJpCGAQ.2.10.mp4,Does the camera pan to track the subjects as they move?,Yes
2593,videos/rz8KzLbdS7g.8.5.mp4,Does the camera pan to track the subjects as they move?,No
2594,videos/u-dEnJpCGAQ.2.10.mp4,Is the camera not panning to track the subjects?,No
2595,videos/rz8KzLbdS7g.8.5.mp4,Is the camera not panning to track the subjects?,Yes
2596,videos/f4ZzHtww6Tc.2.4.mp4,Does the camera pan to track the subjects as they move?,Yes
2597,videos/VKre9_wM3Mo.1.15.mp4,Does the camera pan to track the subjects as they move?,No
2598,videos/f4ZzHtww6Tc.2.4.mp4,Is the camera not panning to track the subjects?,No
2599,videos/VKre9_wM3Mo.1.15.mp4,Is the camera not panning to track the subjects?,Yes
2600,videos/Q86kUKa28ow.0.3.mp4,Does the camera pan to track the subjects as they move?,Yes
2601,videos/PIvOfcR77SQ.1.0.mp4,Does the camera pan to track the subjects as they move?,No
2602,videos/Q86kUKa28ow.0.3.mp4,Is the camera not panning to track the subjects?,No
2603,videos/PIvOfcR77SQ.1.0.mp4,Is the camera not panning to track the subjects?,Yes
2604,videos/Wx68yLCrWP0.0.0.mp4,Does the camera pan to track the subjects as they move?,Yes
2605,videos/QaRnEZFM6ZQ.0.9.mp4,Does the camera pan to track the subjects as they move?,No
2606,videos/Wx68yLCrWP0.0.0.mp4,Is the camera not panning to track the subjects?,No
2607,videos/QaRnEZFM6ZQ.0.9.mp4,Is the camera not panning to track the subjects?,Yes
2608,videos/u-dEnJpCGAQ.2.9.mp4,Does the camera pan to track the subjects as they move?,Yes
2609,videos/Gel59Iy3YhQ.53.3.mp4,Does the camera pan to track the subjects as they move?,No
2610,videos/u-dEnJpCGAQ.2.9.mp4,Is the camera not panning to track the subjects?,No
2611,videos/Gel59Iy3YhQ.53.3.mp4,Is the camera not panning to track the subjects?,Yes
2612,videos/88vmzn_LufA.2.4.mp4,Does the camera pan to track the subjects as they move?,Yes
2613,videos/012c118a-b3092f3b.6.mp4,Does the camera pan to track the subjects as they move?,No
2614,videos/88vmzn_LufA.2.4.mp4,Is the camera not panning to track the subjects?,No
2615,videos/012c118a-b3092f3b.6.mp4,Is the camera not panning to track the subjects?,Yes
2616,videos/f4ZzHtww6Tc.5.2.mp4,Does the camera pan to track the subjects as they move?,Yes
2617,videos/394cd3ffde533c8b364131cb7286c88786fc1892c52e78c2fa113e654363a9f7.0.mp4,Does the camera pan to track the subjects as they move?,No
2618,videos/f4ZzHtww6Tc.5.2.mp4,Is the camera not panning to track the subjects?,No
2619,videos/394cd3ffde533c8b364131cb7286c88786fc1892c52e78c2fa113e654363a9f7.0.mp4,Is the camera not panning to track the subjects?,Yes
2620,videos/h1PjJ9_Yd2c.2.20.mp4,Does the camera pan to track the subjects as they move?,Yes
2621,videos/QMlfVwN3iTw.3.0.mp4,Does the camera pan to track the subjects as they move?,No
2622,videos/h1PjJ9_Yd2c.2.20.mp4,Is the camera not panning to track the subjects?,No
2623,videos/QMlfVwN3iTw.3.0.mp4,Is the camera not panning to track the subjects?,Yes
2624,videos/4PcpGxihPac.3.2.mp4,Does the camera pan to track the subjects as they move?,Yes
2625,videos/piQsdrDKzzM.1.2.mp4,Does the camera pan to track the subjects as they move?,No
2626,videos/4PcpGxihPac.3.2.mp4,Is the camera not panning to track the subjects?,No
2627,videos/piQsdrDKzzM.1.2.mp4,Is the camera not panning to track the subjects?,Yes
2628,videos/i82xURPkLWo.2.13.mp4,Does the camera pan to track the subjects as they move?,Yes
2629,videos/hpTEzp-6CkM.0.3.mp4,Does the camera pan to track the subjects as they move?,No
2630,videos/i82xURPkLWo.2.13.mp4,Is the camera not panning to track the subjects?,No
2631,videos/hpTEzp-6CkM.0.3.mp4,Is the camera not panning to track the subjects?,Yes
2632,videos/YBC2JaevzOI.0.3.mp4,Does the camera pan to track the subjects as they move?,Yes
2633,videos/0Pzq0URbL2M.5.1.mp4,Does the camera pan to track the subjects as they move?,No
2634,videos/YBC2JaevzOI.0.3.mp4,Is the camera not panning to track the subjects?,No
2635,videos/0Pzq0URbL2M.5.1.mp4,Is the camera not panning to track the subjects?,Yes
2636,videos/M0jmSsQ5ptw.3.5.mp4,Does the camera pan to track the subjects as they move?,Yes
2637,videos/MQugcNLFI9k.0.2.mp4,Does the camera pan to track the subjects as they move?,No
2638,videos/M0jmSsQ5ptw.3.5.mp4,Is the camera not panning to track the subjects?,No
2639,videos/MQugcNLFI9k.0.2.mp4,Is the camera not panning to track the subjects?,Yes
2640,videos/u-dEnJpCGAQ.3.5.mp4,Does the camera pan to track the subjects as they move?,Yes
2641,videos/u35WIs62R2M.1.4.mp4,Does the camera pan to track the subjects as they move?,No
2642,videos/u-dEnJpCGAQ.3.5.mp4,Is the camera not panning to track the subjects?,No
2643,videos/u35WIs62R2M.1.4.mp4,Is the camera not panning to track the subjects?,Yes
2644,videos/u-dEnJpCGAQ.2.11.mp4,Does the camera pan to track the subjects as they move?,Yes
2645,videos/7xltSb3VBJQ.2.4.mp4,Does the camera pan to track the subjects as they move?,No
2646,videos/u-dEnJpCGAQ.2.11.mp4,Is the camera not panning to track the subjects?,No
2647,videos/7xltSb3VBJQ.2.4.mp4,Is the camera not panning to track the subjects?,Yes
2648,videos/wIYD42DV3Ro.0.1.mp4,Does the camera pan to track the subjects as they move?,Yes
2649,videos/2254244.3.mp4,Does the camera pan to track the subjects as they move?,No
2650,videos/wIYD42DV3Ro.0.1.mp4,Is the camera not panning to track the subjects?,No
2651,videos/2254244.3.mp4,Is the camera not panning to track the subjects?,Yes
2652,videos/Wwndsgg7_DU.9.2.mp4,Does the camera pan to track the subjects as they move?,Yes
2653,videos/4f3hG-5grlw.4.3.mp4,Does the camera pan to track the subjects as they move?,No
2654,videos/Wwndsgg7_DU.9.2.mp4,Is the camera not panning to track the subjects?,No
2655,videos/4f3hG-5grlw.4.3.mp4,Is the camera not panning to track the subjects?,Yes
2656,videos/LNHBMFCzznE.5.9.mp4,Does the camera pan to track the subjects as they move?,Yes
2657,videos/3HYfPz8lvDI.4.3.mp4,Does the camera pan to track the subjects as they move?,No
2658,videos/LNHBMFCzznE.5.9.mp4,Is the camera not panning to track the subjects?,No
2659,videos/3HYfPz8lvDI.4.3.mp4,Is the camera not panning to track the subjects?,Yes
2660,videos/Gel59Iy3YhQ.53.3.mp4,Does the camera track the subject from an aerial perspective?,Yes
2661,videos/0OFBj7EjZ-g.0.7.mp4,Does the camera track the subject from an aerial perspective?,No
2662,videos/Gel59Iy3YhQ.53.3.mp4,Is the video not a tracking shot from an aerial perspective?,No
2663,videos/0OFBj7EjZ-g.0.7.mp4,Is the video not a tracking shot from an aerial perspective?,Yes
2664,videos/MQugcNLFI9k.0.2.mp4,Does the camera track the subject from an aerial perspective?,Yes
2665,videos/016570694b24f7fefbc284e65d330e11e053542bd6ae8c24194ac0823b82c1eb.1.mp4,Does the camera track the subject from an aerial perspective?,No
2666,videos/MQugcNLFI9k.0.2.mp4,Is the video not a tracking shot from an aerial perspective?,No
2667,videos/016570694b24f7fefbc284e65d330e11e053542bd6ae8c24194ac0823b82c1eb.1.mp4,Is the video not a tracking shot from an aerial perspective?,Yes
2668,videos/rs4B8-qoY1I.7.3.mp4,Does the camera track the subject from an aerial perspective?,Yes
2669,videos/z7HxJaKjVlU.0.1.mp4,Does the camera track the subject from an aerial perspective?,No
2670,videos/rs4B8-qoY1I.7.3.mp4,Is the video not a tracking shot from an aerial perspective?,No
2671,videos/z7HxJaKjVlU.0.1.mp4,Is the video not a tracking shot from an aerial perspective?,Yes
2672,videos/rs4B8-qoY1I.3.4.mp4,Does the camera track the subject from an aerial perspective?,Yes
2673,videos/MuNyfqxAO6Y.8.5.mp4,Does the camera track the subject from an aerial perspective?,No
2674,videos/rs4B8-qoY1I.3.4.mp4,Is the video not a tracking shot from an aerial perspective?,No
2675,videos/MuNyfqxAO6Y.8.5.mp4,Is the video not a tracking shot from an aerial perspective?,Yes
2676,videos/rs4B8-qoY1I.11.3.mp4,Does the camera track the subject from an aerial perspective?,Yes
2677,videos/IWv0EhEGmNI.3.5.mp4,Does the camera track the subject from an aerial perspective?,No
2678,videos/rs4B8-qoY1I.11.3.mp4,Is the video not a tracking shot from an aerial perspective?,No
2679,videos/IWv0EhEGmNI.3.5.mp4,Is the video not a tracking shot from an aerial perspective?,Yes
2680,videos/rs4B8-qoY1I.3.3.mp4,Does the camera track the subject from an aerial perspective?,Yes
2681,videos/JGiXuXc3cao.3.4.mp4,Does the camera track the subject from an aerial perspective?,No
2682,videos/rs4B8-qoY1I.3.3.mp4,Is the video not a tracking shot from an aerial perspective?,No
2683,videos/JGiXuXc3cao.3.4.mp4,Is the video not a tracking shot from an aerial perspective?,Yes
2684,videos/lz5xvWTodyw.5.1.mp4,Does the camera track the subject from an aerial perspective?,Yes
2685,videos/yGsVo0uIJVs.3.3.mp4,Does the camera track the subject from an aerial perspective?,No
2686,videos/lz5xvWTodyw.5.1.mp4,Is the video not a tracking shot from an aerial perspective?,No
2687,videos/yGsVo0uIJVs.3.3.mp4,Is the video not a tracking shot from an aerial perspective?,Yes
2688,videos/video_206294.0.mp4,Does the camera track the subject from an aerial perspective?,Yes
2689,videos/H4AZhS5WqKk.2.2.mp4,Does the camera track the subject from an aerial perspective?,No
2690,videos/video_206294.0.mp4,Is the video not a tracking shot from an aerial perspective?,No
2691,videos/H4AZhS5WqKk.2.2.mp4,Is the video not a tracking shot from an aerial perspective?,Yes
2692,videos/Gel59Iy3YhQ.21.3.mp4,Does the camera track the subject from an aerial perspective?,Yes
2693,videos/5679.1.21.mp4,Does the camera track the subject from an aerial perspective?,No
2694,videos/Gel59Iy3YhQ.21.3.mp4,Is the video not a tracking shot from an aerial perspective?,No
2695,videos/5679.1.21.mp4,Is the video not a tracking shot from an aerial perspective?,Yes
2696,videos/oRt5NPY7yYA.1.0.mp4,Does the camera track the subject from an aerial perspective?,Yes
2697,videos/187.6.15.mp4,Does the camera track the subject from an aerial perspective?,No
2698,videos/oRt5NPY7yYA.1.0.mp4,Is the video not a tracking shot from an aerial perspective?,No
2699,videos/187.6.15.mp4,Is the video not a tracking shot from an aerial perspective?,Yes
2700,videos/B_8bbKn3amE.0.6.mp4,Does the camera track the subject from an aerial perspective?,Yes
2701,videos/9ddb5f18be693e72c2dc446d3909d2d59d7036be4466643a956c9fae5e03f977.0.mp4,Does the camera track the subject from an aerial perspective?,No
2702,videos/B_8bbKn3amE.0.6.mp4,Is the video not a tracking shot from an aerial perspective?,No
2703,videos/9ddb5f18be693e72c2dc446d3909d2d59d7036be4466643a956c9fae5e03f977.0.mp4,Is the video not a tracking shot from an aerial perspective?,Yes
2704,videos/ex_On2pyFFY.1.0.mp4,Does the camera track the subject from an aerial perspective?,Yes
2705,videos/Hv_DRJZZ2qI.2.16.mp4,Does the camera track the subject from an aerial perspective?,No
2706,videos/ex_On2pyFFY.1.0.mp4,Is the video not a tracking shot from an aerial perspective?,No
2707,videos/Hv_DRJZZ2qI.2.16.mp4,Is the video not a tracking shot from an aerial perspective?,Yes
2708,videos/2KuVjf4uB9k.0.12.mp4,Does the camera track the subject from an aerial perspective?,Yes
2709,videos/Ni7AYED85z4.2.17.mp4,Does the camera track the subject from an aerial perspective?,No
2710,videos/2KuVjf4uB9k.0.12.mp4,Is the video not a tracking shot from an aerial perspective?,No
2711,videos/Ni7AYED85z4.2.17.mp4,Is the video not a tracking shot from an aerial perspective?,Yes
2712,videos/Gel59Iy3YhQ.39.4.mp4,Does the camera track the subject from an aerial perspective?,Yes
2713,videos/oRt5NPY7yYA.0.6.mp4,Does the camera track the subject from an aerial perspective?,No
2714,videos/Gel59Iy3YhQ.39.4.mp4,Is the video not a tracking shot from an aerial perspective?,No
2715,videos/oRt5NPY7yYA.0.6.mp4,Is the video not a tracking shot from an aerial perspective?,Yes
2716,videos/rs4B8-qoY1I.0.3.mp4,Does the camera track the subject from an aerial perspective?,Yes
2717,videos/ZpJpZGktliQ.0.0.mp4,Does the camera track the subject from an aerial perspective?,No
2718,videos/rs4B8-qoY1I.0.3.mp4,Is the video not a tracking shot from an aerial perspective?,No
2719,videos/ZpJpZGktliQ.0.0.mp4,Is the video not a tracking shot from an aerial perspective?,Yes
2720,videos/rs4B8-qoY1I.10.1.mp4,Does the camera track the subject from an aerial perspective?,Yes
2721,videos/RZs5Hz1klno.5.6.mp4,Does the camera track the subject from an aerial perspective?,No
2722,videos/rs4B8-qoY1I.10.1.mp4,Is the video not a tracking shot from an aerial perspective?,No
2723,videos/RZs5Hz1klno.5.6.mp4,Is the video not a tracking shot from an aerial perspective?,Yes
2724,videos/CBRwF0LU3Ys.0.6.mp4,Does the camera track the subject from an aerial perspective?,Yes
2725,videos/1hu1np_BI2M.9.1.mp4,Does the camera track the subject from an aerial perspective?,No
2726,videos/CBRwF0LU3Ys.0.6.mp4,Is the video not a tracking shot from an aerial perspective?,No
2727,videos/1hu1np_BI2M.9.1.mp4,Is the video not a tracking shot from an aerial perspective?,Yes
2728,videos/L0zS8z8YqJ8.2.5.mp4,Does the camera track the subject from an aerial perspective?,Yes
2729,videos/upC8hjr2b4g.14.2.mp4,Does the camera track the subject from an aerial perspective?,No
2730,videos/L0zS8z8YqJ8.2.5.mp4,Is the video not a tracking shot from an aerial perspective?,No
2731,videos/upC8hjr2b4g.14.2.mp4,Is the video not a tracking shot from an aerial perspective?,Yes
2732,videos/dSmZIp41OCM.17.6.mp4,Does the camera track the subject from an aerial perspective?,Yes
2733,videos/KAer-wHAd38.5.8.mp4,Does the camera track the subject from an aerial perspective?,No
2734,videos/dSmZIp41OCM.17.6.mp4,Is the video not a tracking shot from an aerial perspective?,No
2735,videos/KAer-wHAd38.5.8.mp4,Is the video not a tracking shot from an aerial perspective?,Yes
2736,videos/dSmZIp41OCM.17.3.mp4,Does the camera track the subject from an aerial perspective?,Yes
2737,videos/rz8KzLbdS7g.8.5.mp4,Does the camera track the subject from an aerial perspective?,No
2738,videos/dSmZIp41OCM.17.3.mp4,Is the video not a tracking shot from an aerial perspective?,No
2739,videos/rz8KzLbdS7g.8.5.mp4,Is the video not a tracking shot from an aerial perspective?,Yes
2740,videos/dSmZIp41OCM.25.4.mp4,Does the camera track the subject from an aerial perspective?,Yes
2741,videos/VKre9_wM3Mo.1.15.mp4,Does the camera track the subject from an aerial perspective?,No
2742,videos/dSmZIp41OCM.25.4.mp4,Is the video not a tracking shot from an aerial perspective?,No
2743,videos/VKre9_wM3Mo.1.15.mp4,Is the video not a tracking shot from an aerial perspective?,Yes
2744,videos/2KuVjf4uB9k.0.6.mp4,Does the camera track the subject from an aerial perspective?,Yes
2745,videos/PIvOfcR77SQ.1.0.mp4,Does the camera track the subject from an aerial perspective?,No
2746,videos/2KuVjf4uB9k.0.6.mp4,Is the video not a tracking shot from an aerial perspective?,No
2747,videos/PIvOfcR77SQ.1.0.mp4,Is the video not a tracking shot from an aerial perspective?,Yes
2748,videos/wIYD42DV3Ro.0.5.mp4,Does the camera track the subject from an aerial perspective?,Yes
2749,videos/A_StkRKB1jU.0.7.mp4,Does the camera track the subject from an aerial perspective?,No
2750,videos/wIYD42DV3Ro.0.5.mp4,Is the video not a tracking shot from an aerial perspective?,No
2751,videos/A_StkRKB1jU.0.7.mp4,Is the video not a tracking shot from an aerial perspective?,Yes
2752,videos/mIiPt1YVkP8.1.0.mp4,Does the camera track the subject from an aerial perspective?,Yes
2753,videos/QaRnEZFM6ZQ.0.9.mp4,Does the camera track the subject from an aerial perspective?,No
2754,videos/mIiPt1YVkP8.1.0.mp4,Is the video not a tracking shot from an aerial perspective?,No
2755,videos/QaRnEZFM6ZQ.0.9.mp4,Is the video not a tracking shot from an aerial perspective?,Yes
2756,videos/CjPSzAtLzO8.0.9.mp4,Does the camera track the subject from an aerial perspective?,Yes
2757,videos/012c118a-b3092f3b.6.mp4,Does the camera track the subject from an aerial perspective?,No
2758,videos/CjPSzAtLzO8.0.9.mp4,Is the video not a tracking shot from an aerial perspective?,No
2759,videos/012c118a-b3092f3b.6.mp4,Is the video not a tracking shot from an aerial perspective?,Yes
2760,videos/_6DLjNKtENQ.0.17.mp4,Does the camera track the subject from an aerial perspective?,Yes
2761,videos/394cd3ffde533c8b364131cb7286c88786fc1892c52e78c2fa113e654363a9f7.0.mp4,Does the camera track the subject from an aerial perspective?,No
2762,videos/_6DLjNKtENQ.0.17.mp4,Is the video not a tracking shot from an aerial perspective?,No
2763,videos/394cd3ffde533c8b364131cb7286c88786fc1892c52e78c2fa113e654363a9f7.0.mp4,Is the video not a tracking shot from an aerial perspective?,Yes
2764,videos/rs4B8-qoY1I.7.4.mp4,Does the camera track the subject from an aerial perspective?,Yes
2765,videos/QMlfVwN3iTw.3.0.mp4,Does the camera track the subject from an aerial perspective?,No
2766,videos/rs4B8-qoY1I.7.4.mp4,Is the video not a tracking shot from an aerial perspective?,No
2767,videos/QMlfVwN3iTw.3.0.mp4,Is the video not a tracking shot from an aerial perspective?,Yes
2768,videos/oRt5NPY7yYA.5.0.mp4,Does the camera track the subject from an aerial perspective?,Yes
2769,videos/piQsdrDKzzM.1.2.mp4,Does the camera track the subject from an aerial perspective?,No
2770,videos/oRt5NPY7yYA.5.0.mp4,Is the video not a tracking shot from an aerial perspective?,No
2771,videos/piQsdrDKzzM.1.2.mp4,Is the video not a tracking shot from an aerial perspective?,Yes
2772,videos/dSmZIp41OCM.25.7.mp4,Does the camera track the subject from an aerial perspective?,Yes
2773,videos/hpTEzp-6CkM.0.3.mp4,Does the camera track the subject from an aerial perspective?,No
2774,videos/dSmZIp41OCM.25.7.mp4,Is the video not a tracking shot from an aerial perspective?,No
2775,videos/hpTEzp-6CkM.0.3.mp4,Is the video not a tracking shot from an aerial perspective?,Yes
2776,videos/rs4B8-qoY1I.4.0.mp4,Does the camera track the subject from an aerial perspective?,Yes
2777,videos/0Pzq0URbL2M.5.1.mp4,Does the camera track the subject from an aerial perspective?,No
2778,videos/rs4B8-qoY1I.4.0.mp4,Is the video not a tracking shot from an aerial perspective?,No
2779,videos/0Pzq0URbL2M.5.1.mp4,Is the video not a tracking shot from an aerial perspective?,Yes
2780,videos/Gel59Iy3YhQ.0.2.mp4,Does the camera track the subject from an aerial perspective?,Yes
2781,videos/u35WIs62R2M.1.4.mp4,Does the camera track the subject from an aerial perspective?,No
2782,videos/Gel59Iy3YhQ.0.2.mp4,Is the video not a tracking shot from an aerial perspective?,No
2783,videos/u35WIs62R2M.1.4.mp4,Is the video not a tracking shot from an aerial perspective?,Yes
2784,videos/3epU697sU9E.0.1.mp4,Does the camera track the subject from an aerial perspective?,Yes
2785,videos/7xltSb3VBJQ.2.4.mp4,Does the camera track the subject from an aerial perspective?,No
2786,videos/3epU697sU9E.0.1.mp4,Is the video not a tracking shot from an aerial perspective?,No
2787,videos/7xltSb3VBJQ.2.4.mp4,Is the video not a tracking shot from an aerial perspective?,Yes
2788,videos/88vmzn_LufA.0.7.mp4,Does the camera track the subject from an aerial perspective?,Yes
2789,videos/2254244.3.mp4,Does the camera track the subject from an aerial perspective?,No
2790,videos/88vmzn_LufA.0.7.mp4,Is the video not a tracking shot from an aerial perspective?,No
2791,videos/2254244.3.mp4,Is the video not a tracking shot from an aerial perspective?,Yes
2792,videos/Gel59Iy3YhQ.53.0.mp4,Does the camera track the subject from an aerial perspective?,Yes
2793,videos/4f3hG-5grlw.4.3.mp4,Does the camera track the subject from an aerial perspective?,No
2794,videos/Gel59Iy3YhQ.53.0.mp4,Is the video not a tracking shot from an aerial perspective?,No
2795,videos/4f3hG-5grlw.4.3.mp4,Is the video not a tracking shot from an aerial perspective?,Yes
2796,videos/-2uIa-XMJC0.5.5.mp4,Does the camera track the subject from an aerial perspective?,Yes
2797,videos/3HYfPz8lvDI.4.3.mp4,Does the camera track the subject from an aerial perspective?,No
2798,videos/-2uIa-XMJC0.5.5.mp4,Is the video not a tracking shot from an aerial perspective?,No
2799,videos/3HYfPz8lvDI.4.3.mp4,Is the video not a tracking shot from an aerial perspective?,Yes
2800,videos/1U2aVQDbJ3o.0.1.mp4,Does the camera track the subject from an aerial perspective?,Yes
2801,videos/ce7a2df064c272a750b3eaa0e6ea6aa10e975f2df17b825549ca3c439aaf0317.0.mp4,Does the camera track the subject from an aerial perspective?,No
2802,videos/1U2aVQDbJ3o.0.1.mp4,Is the video not a tracking shot from an aerial perspective?,No
2803,videos/ce7a2df064c272a750b3eaa0e6ea6aa10e975f2df17b825549ca3c439aaf0317.0.mp4,Is the video not a tracking shot from an aerial perspective?,Yes
2804,videos/88vmzn_LufA.1.6.mp4,Does the camera track the subject from an aerial perspective?,Yes
2805,videos/5454.1.13.mp4,Does the camera track the subject from an aerial perspective?,No
2806,videos/88vmzn_LufA.1.6.mp4,Is the video not a tracking shot from an aerial perspective?,No
2807,videos/5454.1.13.mp4,Is the video not a tracking shot from an aerial perspective?,Yes
2808,videos/Gel59Iy3YhQ.10.0.mp4,Is it a tracking shot with the camera moving from the side to follow the subject as they move?,Yes
2809,videos/0OFBj7EjZ-g.0.7.mp4,Is it a tracking shot with the camera moving from the side to follow the subject as they move?,No
2810,videos/Gel59Iy3YhQ.10.0.mp4,Is the camera not moving from the side to track the subject?,No
2811,videos/0OFBj7EjZ-g.0.7.mp4,Is the camera not moving from the side to track the subject?,Yes
2812,videos/1widYShgv6o.5.1.mp4,Is it a tracking shot with the camera moving from the side to follow the subject as they move?,Yes
2813,videos/016570694b24f7fefbc284e65d330e11e053542bd6ae8c24194ac0823b82c1eb.1.mp4,Is it a tracking shot with the camera moving from the side to follow the subject as they move?,No
2814,videos/1widYShgv6o.5.1.mp4,Is the camera not moving from the side to track the subject?,No
2815,videos/016570694b24f7fefbc284e65d330e11e053542bd6ae8c24194ac0823b82c1eb.1.mp4,Is the camera not moving from the side to track the subject?,Yes
2816,videos/RIz3klPET3o.0.0.mp4,Is it a tracking shot with the camera moving from the side to follow the subject as they move?,Yes
2817,videos/z7HxJaKjVlU.0.1.mp4,Is it a tracking shot with the camera moving from the side to follow the subject as they move?,No
2818,videos/RIz3klPET3o.0.0.mp4,Is the camera not moving from the side to track the subject?,No
2819,videos/z7HxJaKjVlU.0.1.mp4,Is the camera not moving from the side to track the subject?,Yes
2820,videos/88vmzn_LufA.3.5.mp4,Is it a tracking shot with the camera moving from the side to follow the subject as they move?,Yes
2821,videos/MuNyfqxAO6Y.8.5.mp4,Is it a tracking shot with the camera moving from the side to follow the subject as they move?,No
2822,videos/88vmzn_LufA.3.5.mp4,Is the camera not moving from the side to track the subject?,No
2823,videos/MuNyfqxAO6Y.8.5.mp4,Is the camera not moving from the side to track the subject?,Yes
2824,videos/ZBsv_5fHtIg.0.3.mp4,Is it a tracking shot with the camera moving from the side to follow the subject as they move?,Yes
2825,videos/IWv0EhEGmNI.3.5.mp4,Is it a tracking shot with the camera moving from the side to follow the subject as they move?,No
2826,videos/ZBsv_5fHtIg.0.3.mp4,Is the camera not moving from the side to track the subject?,No
2827,videos/IWv0EhEGmNI.3.5.mp4,Is the camera not moving from the side to track the subject?,Yes
2828,videos/Gel59Iy3YhQ.2.0.mp4,Is it a tracking shot with the camera moving from the side to follow the subject as they move?,Yes
2829,videos/JGiXuXc3cao.3.4.mp4,Is it a tracking shot with the camera moving from the side to follow the subject as they move?,No
2830,videos/Gel59Iy3YhQ.2.0.mp4,Is the camera not moving from the side to track the subject?,No
2831,videos/JGiXuXc3cao.3.4.mp4,Is the camera not moving from the side to track the subject?,Yes
2832,videos/0OFBj7EjZ-g.0.10.mp4,Is it a tracking shot with the camera moving from the side to follow the subject as they move?,Yes
2833,videos/yGsVo0uIJVs.3.3.mp4,Is it a tracking shot with the camera moving from the side to follow the subject as they move?,No
2834,videos/0OFBj7EjZ-g.0.10.mp4,Is the camera not moving from the side to track the subject?,No
2835,videos/yGsVo0uIJVs.3.3.mp4,Is the camera not moving from the side to track the subject?,Yes
2836,videos/mIiPt1YVkP8.10.7.mp4,Is it a tracking shot with the camera moving from the side to follow the subject as they move?,Yes
2837,videos/H4AZhS5WqKk.2.2.mp4,Is it a tracking shot with the camera moving from the side to follow the subject as they move?,No
2838,videos/mIiPt1YVkP8.10.7.mp4,Is the camera not moving from the side to track the subject?,No
2839,videos/H4AZhS5WqKk.2.2.mp4,Is the camera not moving from the side to track the subject?,Yes
2840,videos/VO8Bk03Xv90.3.0.mp4,Is it a tracking shot with the camera moving from the side to follow the subject as they move?,Yes
2841,videos/5679.1.21.mp4,Is it a tracking shot with the camera moving from the side to follow the subject as they move?,No
2842,videos/VO8Bk03Xv90.3.0.mp4,Is the camera not moving from the side to track the subject?,No
2843,videos/5679.1.21.mp4,Is the camera not moving from the side to track the subject?,Yes
2844,videos/Uofofz62A2E.0.2.mp4,Is it a tracking shot with the camera moving from the side to follow the subject as they move?,Yes
2845,videos/187.6.15.mp4,Is it a tracking shot with the camera moving from the side to follow the subject as they move?,No
2846,videos/Uofofz62A2E.0.2.mp4,Is the camera not moving from the side to track the subject?,No
2847,videos/187.6.15.mp4,Is the camera not moving from the side to track the subject?,Yes
2848,videos/VaSlqE0Nx2Q.6.0.mp4,Is it a tracking shot with the camera moving from the side to follow the subject as they move?,Yes
2849,videos/9ddb5f18be693e72c2dc446d3909d2d59d7036be4466643a956c9fae5e03f977.0.mp4,Is it a tracking shot with the camera moving from the side to follow the subject as they move?,No
2850,videos/VaSlqE0Nx2Q.6.0.mp4,Is the camera not moving from the side to track the subject?,No
2851,videos/9ddb5f18be693e72c2dc446d3909d2d59d7036be4466643a956c9fae5e03f977.0.mp4,Is the camera not moving from the side to track the subject?,Yes
2852,videos/RIz3klPET3o.0.8.mp4,Is it a tracking shot with the camera moving from the side to follow the subject as they move?,Yes
2853,videos/Hv_DRJZZ2qI.2.16.mp4,Is it a tracking shot with the camera moving from the side to follow the subject as they move?,No
2854,videos/RIz3klPET3o.0.8.mp4,Is the camera not moving from the side to track the subject?,No
